COUNTRY	INDUSTRY	YEAR	Nominal Value Added	Real Value Added	Employment	Total Hours	Total Labor Cost	National Currency per US dollar	Consumer Price Index (2010=100)	
CHE	19	2016						1.015	97.745	
CHE	19	2017						1.016	98.267	
CHE	19	2018								
CHE	20-21	1950						0.229		
CHE	20-21	1951						0.229		
CHE	20-21	1952						0.229		
CHE	20-21	1953						0.229		
CHE	20-21	1954						0.229	0.000	
CHE	20-21	1955						0.229	22.630	
CHE	20-21	1956						0.229	22.973	
CHE	20-21	1957						0.229	23.424	
CHE	20-21	1958						0.229	23.855	
CHE	20-21	1959						0.229	23.700	
CHE	20-21	1960						0.229	24.041	
CHE	20-21	1961						0.229	24.485	
CHE	20-21	1962						0.229	25.542	
CHE	20-21	1963						0.229	26.420	
CHE	20-21	1964						0.229	27.234	
CHE	20-21	1965						0.229	28.164	
CHE	20-21	1966						0.229	29.509	
CHE	20-21	1967						0.229	30.691	
CHE	20-21	1968						0.229	31.426	
CHE	20-21	1969						0.229	32.209	
CHE	20-21	1970						0.229	33.373	
CHE	20-21	1971						0.242	35.567	
CHE	20-21	1972						0.262	37.936	
CHE	20-21	1973						0.316	41.257	
CHE	20-21	1974						0.336	45.287	
CHE	20-21	1975						0.387	48.319	
CHE	20-21	1976						0.400	49.148	
CHE	20-21	1977						0.416	49.785	
CHE	20-21	1978						0.559	50.297	
CHE	20-21	1979						0.601	52.132	
CHE	20-21	1980						0.597	54.229	
CHE	20-21	1981						0.509	57.749	
CHE	20-21	1982						0.493	61.014	
CHE	20-21	1983						0.476	62.814	
CHE	20-21	1984						0.426	64.656	
CHE	20-21	1985						0.407	66.877	
CHE	20-21	1986						0.556	67.379	
CHE	20-21	1987						0.671	68.349	
CHE	20-21	1988						0.683	69.629	
CHE	20-21	1989						0.611	71.826	
CHE	20-21	1990						0.720	75.707	
CHE	20-21	1991						0.697	80.143	
CHE	20-21	1992						0.711	83.379	
CHE	20-21	1993						0.677	86.124	
CHE	20-21	1994						0.731	86.858	
CHE	20-21	1995						0.846	88.421	
CHE	20-21	1996						0.809	89.139	
CHE	20-21	1997						0.689	89.603	
CHE	20-21	1998						0.690	89.619	
CHE	20-21	1999						0.666	90.341	
CHE	20-21	2000						0.592	91.749	
CHE	20-21	2001						0.593	92.657	
CHE	20-21	2002						0.642	93.252	
CHE	20-21	2003						0.743	93.848	
CHE	20-21	2004						0.804	94.601	
CHE	20-21	2005						0.803	95.710	
CHE	20-21	2006						0.798	96.724	
CHE	20-21	2007						0.833	97.432	
CHE	20-21	2008						0.923	99.796	
CHE	20-21	2009						0.919	99.316	
CHE	20-21	2010						0.959	100.000	
CHE	20-21	2011						1.126	100.231	
CHE	20-21	2012						1.066	99.537	
CHE	20-21	2013						1.079	99.321	
CHE	20-21	2014						1.092	99.308	
CHE	20-21	2015						1.039	98.172	
CHE	20-21	2016						1.015	97.745	
CHE	20-21	2017						1.016	98.267	
CHE	20-21	2018								
CHE	20	1950						0.229		
CHE	20	1951						0.229		
CHE	20	1952						0.229		
CHE	20	1953						0.229		
CHE	20	1954						0.229	0.000	
CHE	20	1955						0.229	22.630	
CHE	20	1956						0.229	22.973	
CHE	20	1957						0.229	23.424	
CHE	20	1958						0.229	23.855	
CHE	20	1959						0.229	23.700	
CHE	20	1960						0.229	24.041	
CHE	20	1961						0.229	24.485	
CHE	20	1962						0.229	25.542	
CHE	20	1963						0.229	26.420	
CHE	20	1964						0.229	27.234	
CHE	20	1965						0.229	28.164	
CHE	20	1966						0.229	29.509	
CHE	20	1967						0.229	30.691	
CHE	20	1968						0.229	31.426	
CHE	20	1969						0.229	32.209	
CHE	20	1970						0.229	33.373	
CHE	20	1971						0.242	35.567	
CHE	20	1972						0.262	37.936	
CHE	20	1973						0.316	41.257	
CHE	20	1974						0.336	45.287	
CHE	20	1975						0.387	48.319	
CHE	20	1976						0.400	49.148	
CHE	20	1977						0.416	49.785	
CHE	20	1978						0.559	50.297	
CHE	20	1979						0.601	52.132	
CHE	20	1980						0.597	54.229	
CHE	20	1981						0.509	57.749	
CHE	20	1982						0.493	61.014	
CHE	20	1983						0.476	62.814	
CHE	20	1984						0.426	64.656	
CHE	20	1985						0.407	66.877	
CHE	20	1986						0.556	67.379	
CHE	20	1987						0.671	68.349	
CHE	20	1988						0.683	69.629	
CHE	20	1989						0.611	71.826	
CHE	20	1990						0.720	75.707	
CHE	20	1991						0.697	80.143	
CHE	20	1992						0.711	83.379	
CHE	20	1993						0.677	86.124	
CHE	20	1994						0.731	86.858	
CHE	20	1995						0.846	88.421	
CHE	20	1996						0.809	89.139	
CHE	20	1997						0.689	89.603	
CHE	20	1998						0.690	89.619	
CHE	20	1999						0.666	90.341	
CHE	20	2000						0.592	91.749	
CHE	20	2001						0.593	92.657	
CHE	20	2002						0.642	93.252	
CHE	20	2003						0.743	93.848	
CHE	20	2004						0.804	94.601	
CHE	20	2005						0.803	95.710	
CHE	20	2006						0.798	96.724	
CHE	20	2007						0.833	97.432	
CHE	20	2008						0.923	99.796	
CHE	20	2009						0.919	99.316	
CHE	20	2010						0.959	100.000	
CHE	20	2011						1.126	100.231	
CHE	20	2012						1.066	99.537	
CHE	20	2013						1.079	99.321	
CHE	20	2014						1.092	99.308	
CHE	20	2015						1.039	98.172	
CHE	20	2016						1.015	97.745	
CHE	20	2017						1.016	98.267	
CHE	20	2018								
CHE	21	1950						0.229		
CHE	21	1951						0.229		
CHE	21	1952						0.229		
CHE	21	1953						0.229		
CHE	21	1954						0.229	0.000	
CHE	21	1955						0.229	22.630	
CHE	21	1956						0.229	22.973	
CHE	21	1957						0.229	23.424	
CHE	21	1958						0.229	23.855	
CHE	21	1959						0.229	23.700	
CHE	21	1960						0.229	24.041	
CHE	21	1961						0.229	24.485	
CHE	21	1962						0.229	25.542	
CHE	21	1963						0.229	26.420	
CHE	21	1964						0.229	27.234	
CHE	21	1965						0.229	28.164	
CHE	21	1966						0.229	29.509	
CHE	21	1967						0.229	30.691	
CHE	21	1968						0.229	31.426	
CHE	21	1969						0.229	32.209	
CHE	21	1970						0.229	33.373	
CHE	21	1971						0.242	35.567	
CHE	21	1972						0.262	37.936	
CHE	21	1973						0.316	41.257	
CHE	21	1974						0.336	45.287	
CHE	21	1975						0.387	48.319	
CHE	21	1976						0.400	49.148	
CHE	21	1977						0.416	49.785	
CHE	21	1978						0.559	50.297	
CHE	21	1979						0.601	52.132	
CHE	21	1980						0.597	54.229	
CHE	21	1981						0.509	57.749	
CHE	21	1982						0.493	61.014	
CHE	21	1983						0.476	62.814	
CHE	21	1984						0.426	64.656	
CHE	21	1985						0.407	66.877	
CHE	21	1986						0.556	67.379	
CHE	21	1987						0.671	68.349	
CHE	21	1988						0.683	69.629	
CHE	21	1989						0.611	71.826	
CHE	21	1990						0.720	75.707	
CHE	21	1991						0.697	80.143	
CHE	21	1992			23			0.711	83.379	
CHE	21	1993			22			0.677	86.124	
CHE	21	1994			21			0.731	86.858	
CHE	21	1995			21			0.846	88.421	
CHE	21	1996			21			0.809	89.139	
CHE	21	1997	"8,500"	"6,945"	22			0.689	89.603	
CHE	21	1998	"9,675"	"8,327"	22			0.690	89.619	
CHE	21	1999	"10,065"	"8,886"	23			0.666	90.341	
CHE	21	2000	"10,916"	"10,066"	23			0.592	91.749	
CHE	21	2001	"12,826"	"11,887"	25			0.593	92.657	
CHE	21	2002	"14,819"	"14,017"	27			0.642	93.252	
CHE	21	2003	"15,966"	"14,890"	28			0.743	93.848	
CHE	21	2004	"17,689"	"16,275"	29			0.804	94.601	
CHE	21	2005	"18,785"	"17,411"	30			0.803	95.710	
CHE	21	2006	"20,875"	"19,472"	32			0.798	96.724	
CHE	21	2007	"22,736"	"21,045"	32			0.833	97.432	
CHE	21	2008	"23,650"	"22,544"	34			0.923	99.796	
CHE	21	2009	"23,710"	"22,061"	35			0.919	99.316	
CHE	21	2010	"24,764"	"24,764"	36			0.959	100.000	
CHE	21	2011	"24,138"	"28,058"	38			1.126	100.231	
CHE	21	2012	"25,078"	"29,847"	39			1.066	99.537	
CHE	21	2013	"26,098"	"30,557"	40			1.079	99.321	
CHE	21	2014	"26,170"	"31,482"	41			1.092	99.308	
CHE	21	2015	"28,324"	"37,256"	43			1.039	98.172	
CHE	21	2016			43			1.015	97.745	
CHE	21	2017			45			1.016	98.267	
CHE	21	2018								
CHE	22-23	1950						0.229		
CHE	22-23	1951						0.229		
CHE	22-23	1952						0.229		
CHE	22-23	1953						0.229		
CHE	22-23	1954						0.229	0.000	
CHE	22-23	1955						0.229	22.630	
CHE	22-23	1956						0.229	22.973	
CHE	22-23	1957						0.229	23.424	
CHE	22-23	1958						0.229	23.855	
CHE	22-23	1959						0.229	23.700	
CHE	22-23	1960						0.229	24.041	
CHE	22-23	1961						0.229	24.485	
CHE	22-23	1962						0.229	25.542	
CHE	22-23	1963						0.229	26.420	
CHE	22-23	1964						0.229	27.234	
CHE	22-23	1965						0.229	28.164	
CHE	22-23	1966						0.229	29.509	
CHE	22-23	1967						0.229	30.691	
CHE	22-23	1968						0.229	31.426	
CHE	22-23	1969						0.229	32.209	
CHE	22-23	1970						0.229	33.373	
CHE	22-23	1971						0.242	35.567	
CHE	22-23	1972						0.262	37.936	
CHE	22-23	1973						0.316	41.257	
CHE	22-23	1974						0.336	45.287	
CHE	22-23	1975						0.387	48.319	
CHE	22-23	1976						0.400	49.148	
CHE	22-23	1977						0.416	49.785	
CHE	22-23	1978						0.559	50.297	
CHE	22-23	1979						0.601	52.132	
CHE	22-23	1980						0.597	54.229	
CHE	22-23	1981						0.509	57.749	
CHE	22-23	1982						0.493	61.014	
CHE	22-23	1983						0.476	62.814	
CHE	22-23	1984						0.426	64.656	
CHE	22-23	1985						0.407	66.877	
CHE	22-23	1986						0.556	67.379	
CHE	22-23	1987						0.671	68.349	
CHE	22-23	1988						0.683	69.629	
CHE	22-23	1989						0.611	71.826	
CHE	22-23	1990						0.720	75.707	
CHE	22-23	1991						0.697	80.143	
CHE	22-23	1992			49			0.711	83.379	
CHE	22-23	1993			45			0.677	86.124	
CHE	22-23	1994			44			0.731	86.858	
CHE	22-23	1995			44			0.846	88.421	
CHE	22-23	1996			44			0.809	89.139	
CHE	22-23	1997	"4,816"	"6,116"	44			0.689	89.603	
CHE	22-23	1998	"4,755"	"6,094"	43			0.690	89.619	
CHE	22-23	1999	"4,749"	"6,157"	44			0.666	90.341	
CHE	22-23	2000	"4,834"	"6,115"	44			0.592	91.749	
CHE	22-23	2001	"4,978"	"6,156"	43			0.593	92.657	
CHE	22-23	2002	"4,780"	"5,886"	41			0.642	93.252	
CHE	22-23	2003	"4,679"	"5,798"	41			0.743	93.848	
CHE	22-23	2004	"4,773"	"5,896"	41			0.804	94.601	
CHE	22-23	2005	"4,977"	"5,973"	41			0.803	95.710	
CHE	22-23	2006	"5,340"	"6,236"	43			0.798	96.724	
CHE	22-23	2007	"5,598"	"6,330"	43			0.833	97.432	
CHE	22-23	2008	"5,896"	"6,345"	42			0.923	99.796	
CHE	22-23	2009	"5,628"	"5,624"	41			0.919	99.316	
CHE	22-23	2010	"5,766"	"5,766"	41			0.959	100.000	
CHE	22-23	2011	"5,781"	"5,820"	41			1.126	100.231	
CHE	22-23	2012	"5,537"	"5,561"	41			1.066	99.537	
CHE	22-23	2013	"5,706"	"5,591"	40			1.079	99.321	
CHE	22-23	2014	"5,760"	"5,599"	40			1.092	99.308	
CHE	22-23	2015	"5,179"	"5,141"	40			1.039	98.172	
CHE	22-23	2016			39			1.015	97.745	
CHE	22-23	2017			40			1.016	98.267	
CHE	22-23	2018								
CHE	22	1950						0.229		
CHE	22	1951						0.229		
CHE	22	1952						0.229		
CHE	22	1953						0.229		
CHE	22	1954						0.229	0.000	
CHE	22	1955						0.229	22.630	
CHE	22	1956						0.229	22.973	
CHE	22	1957						0.229	23.424	
CHE	22	1958						0.229	23.855	
CHE	22	1959						0.229	23.700	
CHE	22	1960						0.229	24.041	
CHE	22	1961						0.229	24.485	
CHE	22	1962						0.229	25.542	
CHE	22	1963						0.229	26.420	
CHE	22	1964						0.229	27.234	
CHE	22	1965						0.229	28.164	
CHE	22	1966						0.229	29.509	
CHE	22	1967						0.229	30.691	
CHE	22	1968						0.229	31.426	
CHE	22	1969						0.229	32.209	
CHE	22	1970						0.229	33.373	
CHE	22	1971						0.242	35.567	
CHE	22	1972						0.262	37.936	
CHE	22	1973						0.316	41.257	
CHE	22	1974						0.336	45.287	
CHE	22	1975						0.387	48.319	
CHE	22	1976						0.400	49.148	
CHE	22	1977						0.416	49.785	
CHE	22	1978						0.559	50.297	
CHE	22	1979						0.601	52.132	
CHE	22	1980						0.597	54.229	
CHE	22	1981						0.509	57.749	
CHE	22	1982						0.493	61.014	
CHE	22	1983						0.476	62.814	
CHE	22	1984						0.426	64.656	
CHE	22	1985						0.407	66.877	
CHE	22	1986						0.556	67.379	
CHE	22	1987						0.671	68.349	
CHE	22	1988						0.683	69.629	
CHE	22	1989						0.611	71.826	
CHE	22	1990						0.720	75.707	
CHE	22	1991						0.697	80.143	
CHE	22	1992						0.711	83.379	
CHE	22	1993						0.677	86.124	
CHE	22	1994						0.731	86.858	
CHE	22	1995						0.846	88.421	
CHE	22	1996						0.809	89.139	
CHE	22	1997	"2,577"	"3,211"				0.689	89.603	
CHE	22	1998	"2,603"	"3,227"				0.690	89.619	
CHE	22	1999	"2,592"	"3,277"				0.666	90.341	
CHE	22	2000	"2,638"	"3,200"				0.592	91.749	
CHE	22	2001	"2,721"	"3,251"				0.593	92.657	
CHE	22	2002	"2,586"	"3,096"				0.642	93.252	
CHE	22	2003	"2,530"	"3,050"				0.743	93.848	
CHE	22	2004	"2,613"	"3,137"				0.804	94.601	
CHE	22	2005	"2,657"	"3,073"				0.803	95.710	
CHE	22	2006	"2,876"	"3,233"				0.798	96.724	
CHE	22	2007	"3,033"	"3,314"				0.833	97.432	
CHE	22	2008	"3,209"	"3,371"				0.923	99.796	
CHE	22	2009	"2,877"	"2,905"				0.919	99.316	
CHE	22	2010	"2,914"	"2,914"				0.959	100.000	
CHE	22	2011	"2,927"	"2,935"				1.126	100.231	
CHE	22	2012	"2,775"	"2,778"				1.066	99.537	
CHE	22	2013	"2,830"	"2,751"				1.079	99.321	
CHE	22	2014	"2,814"	"2,702"				1.092	99.308	
CHE	22	2015	"2,675"	"2,815"				1.039	98.172	
CHE	22	2016						1.015	97.745	
CHE	22	2017						1.016	98.267	
CHE	22	2018								
CHE	23	1950						0.229		
CHE	23	1951						0.229		
CHE	23	1952						0.229		
CHE	23	1953						0.229		
CHE	23	1954						0.229	0.000	
CHE	23	1955						0.229	22.630	
CHE	23	1956						0.229	22.973	
CHE	23	1957						0.229	23.424	
CHE	23	1958						0.229	23.855	
CHE	23	1959						0.229	23.700	
CHE	23	1960						0.229	24.041	
CHE	23	1961						0.229	24.485	
CHE	23	1962						0.229	25.542	
CHE	23	1963						0.229	26.420	
CHE	23	1964						0.229	27.234	
CHE	23	1965						0.229	28.164	
CHE	23	1966						0.229	29.509	
CHE	23	1967						0.229	30.691	
CHE	23	1968						0.229	31.426	
CHE	23	1969						0.229	32.209	
CHE	23	1970						0.229	33.373	
CHE	23	1971						0.242	35.567	
CHE	23	1972						0.262	37.936	
CHE	23	1973						0.316	41.257	
CHE	23	1974						0.336	45.287	
CHE	23	1975						0.387	48.319	
CHE	23	1976						0.400	49.148	
CHE	23	1977						0.416	49.785	
CHE	23	1978						0.559	50.297	
CHE	23	1979						0.601	52.132	
CHE	23	1980						0.597	54.229	
CHE	23	1981						0.509	57.749	
CHE	23	1982						0.493	61.014	
CHE	23	1983						0.476	62.814	
CHE	23	1984						0.426	64.656	
CHE	23	1985						0.407	66.877	
CHE	23	1986						0.556	67.379	
CHE	23	1987						0.671	68.349	
CHE	23	1988						0.683	69.629	
CHE	23	1989						0.611	71.826	
CHE	23	1990						0.720	75.707	
CHE	23	1991						0.697	80.143	
CHE	23	1992						0.711	83.379	
CHE	23	1993						0.677	86.124	
CHE	23	1994						0.731	86.858	
CHE	23	1995						0.846	88.421	
CHE	23	1996						0.809	89.139	
CHE	23	1997	"2,239"	"2,907"				0.689	89.603	
CHE	23	1998	"2,152"	"2,867"				0.690	89.619	
CHE	23	1999	"2,157"	"2,879"				0.666	90.341	
CHE	23	2000	"2,197"	"2,917"				0.592	91.749	
CHE	23	2001	"2,257"	"2,903"				0.593	92.657	
CHE	23	2002	"2,195"	"2,791"				0.642	93.252	
CHE	23	2003	"2,149"	"2,749"				0.743	93.848	
CHE	23	2004	"2,160"	"2,757"				0.804	94.601	
CHE	23	2005	"2,321"	"2,905"				0.803	95.710	
CHE	23	2006	"2,464"	"3,006"				0.798	96.724	
CHE	23	2007	"2,566"	"3,016"				0.833	97.432	
CHE	23	2008	"2,687"	"2,971"				0.923	99.796	
CHE	23	2009	"2,751"	"2,721"				0.919	99.316	
CHE	23	2010	"2,852"	"2,852"				0.959	100.000	
CHE	23	2011	"2,854"	"2,886"				1.126	100.231	
CHE	23	2012	"2,762"	"2,784"				1.066	99.537	
CHE	23	2013	"2,877"	"2,840"				1.079	99.321	
CHE	23	2014	"2,947"	"2,898"				1.092	99.308	
CHE	23	2015	"2,504"	"2,319"				1.039	98.172	
CHE	23	2016						1.015	97.745	
CHE	23	2017						1.016	98.267	
CHE	23	2018								
CHE	24-25	1950						0.229		
CHE	24-25	1951						0.229		
CHE	24-25	1952						0.229		
CHE	24-25	1953						0.229		
CHE	24-25	1954						0.229	0.000	
CHE	24-25	1955						0.229	22.630	
CHE	24-25	1956						0.229	22.973	
CHE	24-25	1957						0.229	23.424	
CHE	24-25	1958						0.229	23.855	
CHE	24-25	1959						0.229	23.700	
CHE	24-25	1960						0.229	24.041	
CHE	24-25	1961						0.229	24.485	
CHE	24-25	1962						0.229	25.542	
CHE	24-25	1963						0.229	26.420	
CHE	24-25	1964						0.229	27.234	
CHE	24-25	1965						0.229	28.164	
CHE	24-25	1966						0.229	29.509	
CHE	24-25	1967						0.229	30.691	
CHE	24-25	1968						0.229	31.426	
CHE	24-25	1969						0.229	32.209	
CHE	24-25	1970						0.229	33.373	
CHE	24-25	1971						0.242	35.567	
CHE	24-25	1972						0.262	37.936	
CHE	24-25	1973						0.316	41.257	
CHE	24-25	1974						0.336	45.287	
CHE	24-25	1975						0.387	48.319	
CHE	24-25	1976						0.400	49.148	
CHE	24-25	1977						0.416	49.785	
CHE	24-25	1978						0.559	50.297	
CHE	24-25	1979						0.601	52.132	
CHE	24-25	1980						0.597	54.229	
CHE	24-25	1981						0.509	57.749	
CHE	24-25	1982						0.493	61.014	
CHE	24-25	1983						0.476	62.814	
CHE	24-25	1984						0.426	64.656	
CHE	24-25	1985						0.407	66.877	
CHE	24-25	1986						0.556	67.379	
CHE	24-25	1987						0.671	68.349	
CHE	24-25	1988						0.683	69.629	
CHE	24-25	1989						0.611	71.826	
CHE	24-25	1990						0.720	75.707	
CHE	24-25	1991						0.697	80.143	
CHE	24-25	1992			112			0.711	83.379	
CHE	24-25	1993			109			0.677	86.124	
CHE	24-25	1994			106			0.731	86.858	
CHE	24-25	1995			108			0.846	88.421	
CHE	24-25	1996			106			0.809	89.139	
CHE	24-25	1997	"10,148"	"12,042"	104			0.689	89.603	
CHE	24-25	1998	"10,103"	"11,994"	104			0.690	89.619	
CHE	24-25	1999	"10,050"	"12,110"	102			0.666	90.341	
CHE	24-25	2000	"10,179"	"11,994"	101			0.592	91.749	
CHE	24-25	2001	"10,527"	"12,279"	103			0.593	92.657	
CHE	24-25	2002	"10,080"	"11,854"	100			0.642	93.252	
CHE	24-25	2003	"9,786"	"11,510"	97			0.743	93.848	
CHE	24-25	2004	"9,923"	"11,074"	96			0.804	94.601	
CHE	24-25	2005	"10,186"	"11,192"	96			0.803	95.710	
CHE	24-25	2006	"11,217"	"11,628"	100			0.798	96.724	
CHE	24-25	2007	"12,244"	"11,955"	104			0.833	97.432	
CHE	24-25	2008	"12,917"	"12,006"	105			0.923	99.796	
CHE	24-25	2009	"10,422"	"10,493"	101			0.919	99.316	
CHE	24-25	2010	"11,276"	"11,276"	98			0.959	100.000	
CHE	24-25	2011	"11,755"	"11,606"	101			1.126	100.231	
CHE	24-25	2012	"10,883"	"10,746"	101			1.066	99.537	
CHE	24-25	2013	"10,622"	"10,415"	100			1.079	99.321	
CHE	24-25	2014	"10,576"	"10,378"	100			1.092	99.308	
CHE	24-25	2015	"10,160"	"10,186"	98			1.039	98.172	
CHE	24-25	2016			97			1.015	97.745	
CHE	24-25	2017			97			1.016	98.267	
CHE	24-25	2018								
CHE	24	1950						0.229		
CHE	24	1951						0.229		
CHE	24	1952						0.229		
CHE	24	1953						0.229		
CHE	24	1954						0.229	0.000	
CHE	24	1955						0.229	22.630	
CHE	24	1956						0.229	22.973	
CHE	24	1957						0.229	23.424	
CHE	24	1958						0.229	23.855	
CHE	24	1959						0.229	23.700	
CHE	24	1960						0.229	24.041	
CHE	24	1961						0.229	24.485	
CHE	24	1962						0.229	25.542	
CHE	24	1963						0.229	26.420	
CHE	24	1964						0.229	27.234	
CHE	24	1965						0.229	28.164	
CHE	24	1966						0.229	29.509	
CHE	24	1967						0.229	30.691	
CHE	24	1968						0.229	31.426	
CHE	24	1969						0.229	32.209	
CHE	24	1970						0.229	33.373	
CHE	24	1971						0.242	35.567	
CHE	24	1972						0.262	37.936	
CHE	24	1973						0.316	41.257	
CHE	24	1974						0.336	45.287	
CHE	24	1975						0.387	48.319	
CHE	24	1976						0.400	49.148	
CHE	24	1977						0.416	49.785	
CHE	24	1978						0.559	50.297	
CHE	24	1979						0.601	52.132	
CHE	24	1980						0.597	54.229	
CHE	24	1981						0.509	57.749	
CHE	24	1982						0.493	61.014	
CHE	24	1983						0.476	62.814	
CHE	24	1984						0.426	64.656	
CHE	24	1985						0.407	66.877	
CHE	24	1986						0.556	67.379	
CHE	24	1987						0.671	68.349	
CHE	24	1988						0.683	69.629	
CHE	24	1989						0.611	71.826	
CHE	24	1990						0.720	75.707	
CHE	24	1991						0.697	80.143	
CHE	24	1992						0.711	83.379	
CHE	24	1993						0.677	86.124	
CHE	24	1994						0.731	86.858	
CHE	24	1995						0.846	88.421	
CHE	24	1996						0.809	89.139	
CHE	24	1997	"2,307"	"2,416"				0.689	89.603	
CHE	24	1998	"2,238"	"2,350"				0.690	89.619	
CHE	24	1999	"2,206"	"2,416"				0.666	90.341	
CHE	24	2000	"2,255"	"2,219"				0.592	91.749	
CHE	24	2001	"2,310"	"2,288"				0.593	92.657	
CHE	24	2002	"2,195"	"2,329"				0.642	93.252	
CHE	24	2003	"2,080"	"2,202"				0.743	93.848	
CHE	24	2004	"2,227"	"1,990"				0.804	94.601	
CHE	24	2005	"2,287"	"2,026"				0.803	95.710	
CHE	24	2006	"2,672"	"2,000"				0.798	96.724	
CHE	24	2007	"2,903"	"2,020"				0.833	97.432	
CHE	24	2008	"2,910"	"1,939"				0.923	99.796	
CHE	24	2009	"1,581"	"1,955"				0.919	99.316	
CHE	24	2010	"1,869"	"1,869"				0.959	100.000	
CHE	24	2011	"1,980"	"1,895"				1.126	100.231	
CHE	24	2012	"1,749"	"1,781"				1.066	99.537	
CHE	24	2013	"1,677"	"1,736"				1.079	99.321	
CHE	24	2014	"1,701"	"1,779"				1.092	99.308	
CHE	24	2015	"1,583"	"1,725"				1.039	98.172	
CHE	24	2016						1.015	97.745	
CHE	24	2017						1.016	98.267	
CHE	24	2018								
CHE	25	1950						0.229		
CHE	25	1951						0.229		
CHE	25	1952						0.229		
CHE	25	1953						0.229		
CHE	25	1954						0.229	0.000	
CHE	25	1955						0.229	22.630	
CHE	25	1956						0.229	22.973	
CHE	25	1957						0.229	23.424	
CHE	25	1958						0.229	23.855	
CHE	25	1959						0.229	23.700	
CHE	25	1960						0.229	24.041	
CHE	25	1961						0.229	24.485	
CHE	25	1962						0.229	25.542	
CHE	25	1963						0.229	26.420	
CHE	25	1964						0.229	27.234	
CHE	25	1965						0.229	28.164	
CHE	25	1966						0.229	29.509	
CHE	25	1967						0.229	30.691	
CHE	25	1968						0.229	31.426	
CHE	25	1969						0.229	32.209	
CHE	25	1970						0.229	33.373	
CHE	25	1971						0.242	35.567	
CHE	25	1972						0.262	37.936	
CHE	25	1973						0.316	41.257	
CHE	25	1974						0.336	45.287	
CHE	25	1975						0.387	48.319	
CHE	25	1976						0.400	49.148	
CHE	25	1977						0.416	49.785	
CHE	25	1978						0.559	50.297	
CHE	25	1979						0.601	52.132	
CHE	25	1980						0.597	54.229	
CHE	25	1981						0.509	57.749	
CHE	25	1982						0.493	61.014	
CHE	25	1983						0.476	62.814	
CHE	25	1984						0.426	64.656	
CHE	25	1985						0.407	66.877	
CHE	25	1986						0.556	67.379	
CHE	25	1987						0.671	68.349	
CHE	25	1988						0.683	69.629	
CHE	25	1989						0.611	71.826	
CHE	25	1990						0.720	75.707	
CHE	25	1991						0.697	80.143	
CHE	25	1992						0.711	83.379	
CHE	25	1993						0.677	86.124	
CHE	25	1994						0.731	86.858	
CHE	25	1995						0.846	88.421	
CHE	25	1996						0.809	89.139	
CHE	25	1997	"7,841"	"9,718"				0.689	89.603	
CHE	25	1998	"7,865"	"9,746"				0.690	89.619	
CHE	25	1999	"7,844"	"9,789"				0.666	90.341	
CHE	25	2000	"7,924"	"9,894"				0.592	91.749	
CHE	25	2001	"8,217"	"10,108"				0.593	92.657	
CHE	25	2002	"7,885"	"9,609"				0.642	93.252	
CHE	25	2003	"7,706"	"9,399"				0.743	93.848	
CHE	25	2004	"7,696"	"9,191"				0.804	94.601	
CHE	25	2005	"7,899"	"9,269"				0.803	95.710	
CHE	25	2006	"8,546"	"9,769"				0.798	96.724	
CHE	25	2007	"9,341"	"10,100"				0.833	97.432	
CHE	25	2008	"10,007"	"10,281"				0.923	99.796	
CHE	25	2009	"8,842"	"8,584"				0.919	99.316	
CHE	25	2010	"9,407"	"9,407"				0.959	100.000	
CHE	25	2011	"9,775"	"9,711"				1.126	100.231	
CHE	25	2012	"9,134"	"8,964"				1.066	99.537	
CHE	25	2013	"8,945"	"8,678"				1.079	99.321	
CHE	25	2014	"8,875"	"8,601"				1.092	99.308	
CHE	25	2015	"8,577"	"8,462"				1.039	98.172	
CHE	25	2016						1.015	97.745	
CHE	25	2017						1.016	98.267	
