CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
BEL.3.0.30.424.HWCDWQ;Belgium;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96.4656334;97.5678372;99.5885044;104.0092738;106.7614003;103.7326990;99.0981383;98.4983084;97.7776083;92.9233440;94.4558915;96.9155481;99.9068280;99.6575639;98.9542584;100.0129216;102.0130988;105.1098247;105.4750024;102.3322340;103.4958501;102.5684464;105.5859241;105.1399261;100.0000000;99.9490297;101.3755094;102.4583629;100.9780842;NA;NA;NA;NA                                                                                                                                                                                                                                 
DNK.3.0.30.424.HWCDWQ;Denmark;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88.3097960;88.6301910;90.0192780;88.5492808;93.2525521;93.4458403;90.2677640;92.8169339;92.2631127;87.5986595;89.8359372;92.1280904;96.5831039;97.7870271;98.3433463;99.1886867;101.1556029;104.6225726;108.0387308;104.8921512;103.2429940;100.1406778;102.3871666;103.2107929;100.0000000;100.7059519;102.0326379;103.2124289;101.3985236;NA;NA;NA;NA                                                                                                                                                                                                                                    
DEU.3.0.30.424.HWCDWQ;Germany ("linked");04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;109.5824173;118.6603139;123.3984969;125.4809225;133.7146333;127.4928608;117.2177047;116.0550748;111.4412191;103.6716549;103.6185572;103.6235369;107.6404519;105.8843752;103.0674835;101.4772274;101.1187150;102.7865141;101.8849163;99.0077876;99.9655308;98.1485469;101.4158601;103.5686079;100.0000000;101.7473542;104.5867043;107.7434407;107.1540872;NA;NA;NA;NA                                                                                                                                                                                                            
IRL.3.0.30.424.HWCDWQ;Ireland;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.4425272;83.3765532;80.9047019;80.8621711;81.0206284;84.0240082;88.3799823;88.8281586;87.5392478;85.7666555;90.5789877;94.8042279;104.7047528;108.8958715;111.6346468;113.4364320;119.0795404;125.7203282;123.4994941;113.8026136;112.4665720;107.9748862;107.7455818;106.7829879;100.0000000;102.3521349;105.0737318;107.5765635;105.8465267;NA;NA;NA;NA                                                                                                                                                                                                                                
GRC.3.0.30.424.HWCDWQ;Greece;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95.6914505;92.8332621;90.5762429;92.5598160;98.8400694;102.8388082;110.1681248;107.7708412;111.5113777;106.1727351;110.0392908;120.0718495;129.8393113;132.3148336;139.5613154;140.4010357;143.9472252;147.7523701;151.5759873;139.2868815;132.4286249;121.7359394;112.1219912;105.9854191;100.0000000;95.0880101;96.6865130;93.2942301;90.3356290;NA;NA;NA;NA                                                                                                                                                                                                                              
ESP.3.0.30.424.HWCDWQ;Spain;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120.6574008;123.1399262;112.3496013;107.2210662;108.2227190;109.7668634;103.9707656;103.7131759;101.0506663;97.0948192;97.7411417;99.5626348;102.2588276;102.7028831;102.1780917;103.0739483;105.4079941;112.1535727;116.0487401;112.0893162;110.3070874;104.7625680;105.1380089;104.1517786;100.0000000;99.3926912;99.6585399;100.6281624;99.3531376;NA;NA;NA;NA                                                                                                                                                                                                                            
FRA.3.0.30.424.HWCDWQ;France;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;101.8521872;102.7479228;103.7141470;103.3503909;106.3294586;105.1777528;99.0043629;99.2464749;96.2428746;90.9960888;91.5921213;93.9332166;98.3895666;100.0768441;100.5474113;101.3882113;102.5551111;104.6578961;105.4118749;103.1594729;103.5892684;101.5410965;104.7346720;104.8292686;100.0000000;100.4428864;102.1681478;103.4568662;99.2129926;NA;NA;NA;NA                                                                                                                                                                                                                             
ITA.3.0.30.424.HWCDWQ;Italy;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;139.4338070;133.8195067;112.1389330;110.3577868;102.0590126;115.6384151;116.7130756;112.3576553;109.1393278;102.9797988;104.1947520;105.6130558;110.8165681;112.8028928;112.6037767;112.4153779;113.4769911;115.7370231;114.8788026;111.6616460;110.5444369;104.3052900;106.1926377;105.1380362;100.0000000;99.4324761;99.4717495;101.2684809;98.4802490;NA;NA;NA;NA                                                                                                                                                                                                                         
LUX.3.0.30.424.HWCDWQ;Luxembourg;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89.5996531;93.0419932;95.8024008;93.9797335;89.4684432;88.7679424;89.9225194;89.8130243;90.5399369;92.3095680;93.1783419;94.3684466;96.0159370;97.3312350;99.1193016;100.6561405;101.7699922;99.6255287;101.2215691;98.7856918;101.6251163;102.3365676;100.0000000;99.9079695;102.0623520;103.7009782;102.4804143;NA;NA;NA;NA                                                                                                                                                                                                                                                     
NLD.3.0.30.424.HWCDWQ;Netherlands;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99.1085675;99.3959620;101.7928941;102.2333491;104.6135928;101.2553155;96.0955243;97.7287556;97.5621051;96.5745091;97.3555103;99.9351502;103.7054883;104.8045156;103.4546790;102.2800284;103.3832537;107.1614102;109.5768899;105.5271772;105.2452221;103.1940589;105.2126844;105.3960105;100.0000000;101.1059228;101.5299465;102.5536336;102.0197408;NA;NA;NA;NA                                                                                                                                                                                                                        
AUT.3.0.30.424.HWCDWQ;Austria;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97.6236581;98.9537963;102.6544261;104.8712044;109.2204363;105.7472653;100.6659454;102.0440069;100.5148125;97.0250515;96.4464368;97.0939549;99.1464978;99.6447651;99.5074844;100.5457573;102.3070391;104.3128795;104.9991755;101.4641416;101.1246475;100.1645346;102.5960366;103.0900918;100.0000000;101.3202934;102.1898176;104.3188451;103.4345704;NA;NA;NA;NA                                                                                                                                                                                                                            
PRT.3.0.30.424.HWCDWQ;Portugal;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.2442596;92.4822729;89.2878225;88.3433515;95.8103684;99.4665992;99.5019481;101.8735821;102.9721590;102.5642059;104.2294050;105.9512331;109.7679451;110.8774257;113.1497761;112.0129342;113.5655504;114.5073628;115.7309784;113.8127876;109.9959678;103.5736639;107.3735073;104.1701709;100.0000000;100.8754159;102.5969087;105.6168916;107.1742807;NA;NA;NA;NA                                                                                                                                                                                                                          
FIN.3.0.30.424.HWCDWQ;Finland;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;119.1944598;99.9719677;84.4376212;91.9414320;103.0709543;99.5023938;94.1574720;95.8315501;94.1678669;89.8483032;91.9081303;92.4106916;96.0140328;97.7808017;98.5222653;99.4045475;101.1254907;104.7899338;106.4767113;102.3690325;103.1847807;100.9254499;103.4554072;103.7946330;100.0000000;99.8727083;98.3508235;99.3482815;96.9768367;NA;NA;NA;NA                                                                                                                                                                                                                                      
SWE.3.0.30.424.HWCDWQ;Sweden;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;101.3473543;102.1135851;83.2568690;85.9895108;85.4274263;97.2828728;95.5202591;89.7972164;88.8286977;91.1743481;84.8157193;87.3251937;92.9628773;95.6563978;94.1606710;94.7309749;98.3948260;97.8705930;89.8423797;96.9510085;103.2758195;105.2519955;108.9130964;105.0820816;100.0000000;100.9507776;100.6930048;97.6770520;94.0214506;NA;NA;NA;NA                                                                                                                                                                                                                                         
GBR.3.0.30.424.HWCDWQ;United Kingdom;04 Nominal compensation per employee, total economy;Nominal compensation per employee: total economy: Relative performance: double export weights :- Performance relative to the rest of 24 industrial countries: double export weights : EU-15, TR CH NR US CA JP AU MX and NZ;(USD: 2015 = 100) ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86.9677240;83.0360232;76.7705476;75.7046128;73.2072540;74.7156112;88.8606516;93.3292000;96.1146198;100.5986405;101.5501424;101.7300507;99.1255838;105.8387696;106.3870790;110.7835256;115.5960038;98.3730360;86.6650212;87.9160775;86.6227894;89.8599595;89.8276679;94.7565634;100.0000000;90.0111138;85.9569407;87.3158934;87.9942440;NA;NA;NA;NA                                                                                                                                                                                                                                  
