			"IFERROR(INDEX('A00 VaN'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaN'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaN'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 VaR'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaR'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaR'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 EmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 EmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 EmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 HrA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 HrA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 HrA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 CmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 CmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 CmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 XR'!$C$5:$BS$45,MATCH($A4,'A00 XR'!$A$5:$A$45,0),MATCH($C4,'A00 XR'!$C$4:$BS$4,0)),"""")"	"IFERROR(INDEX('A00 CPI'!$C$5:$BS$45,MATCH($A4,'A00 CPI'!$A$5:$A$45,0),MATCH($C4,'A00 CPI'!$C$4:$BS$4,0)),"""")"
DEU	25	1995	"32,623"	"40,331"	891	"1,356"	"30,593"	1.366	80.482
DEU	25	1996	"32,458"	"38,477"	866	"1,308"	"29,870"	1.300	81.648
DEU	25	1997	"33,248"	"39,463"	854	"1,289"	"29,927"	1.129	83.232
DEU	25	1998	"34,764"	"40,918"	875	"1,339"	"31,127"	1.113	83.990
DEU	25	1999	"36,365"	"41,972"	887	"1,358"	"32,034"	1.067	84.482
DEU	25	2000	"38,466"	"45,457"	885	"1,338"	"32,650"	0.924	85.699
DEU	25	2001	"39,037"	"45,505"	890	"1,333"	"33,874"	0.895	87.399
DEU	25	2002	"36,693"	"42,164"	851	"1,270"	"32,141"	0.944	88.641
DEU	25	2003	"37,558"	"43,390"	848	"1,267"	"32,125"	1.131	89.557
DEU	25	2004	"38,244"	"44,967"	837	"1,267"	"32,120"	1.243	91.049
DEU	25	2005	"39,961"	"45,649"	848	"1,274"	"33,062"	1.246	92.458
DEU	25	2006	"44,562"	"51,211"	834	"1,264"	"33,046"	1.256	93.916
DEU	25	2007	"46,106"	"52,239"	872	"1,321"	"35,058"	1.371	96.075
DEU	25	2008	"47,023"	"51,733"	912	"1,374"	"36,777"	1.472	98.600
DEU	25	2009	"36,938"	"37,018"	865	"1,196"	"33,248"	1.393	98.908
DEU	25	2010	"44,056"	"46,363"	851	"1,240"	"34,905"	1.327	100.000
DEU	25	2011	"49,076"	"52,431"	884	"1,309"	"37,468"	1.391	102.075
DEU	25	2012	"49,542"	"50,982"	901	"1,311"	"38,794"	1.286	104.125
DEU	25	2013	"50,776"	"51,584"	897	"1,309"	"39,549"	1.328	105.692
DEU	25	2014	"52,400"	"53,161"	900	"1,325"	"40,609"	1.329	106.651
DEU	25	2015	"53,278"	"53,278"	904	"1,339"	"41,529"	1.110	107.199
DEU	25	2016	"55,808"	"54,919"	907	"1,339"	"42,245"	1.107	107.726
DEU	25	2017	"56,385"	"56,070"	918	"1,344"	"43,612"	1.129	109.352
DEU	25	2018	"57,608"	"56,850"	937	"1,376"	"45,754"	1.181	111.247
DEU	26-27	1950						0.467	20.468
DEU	26-27	1951						0.467	22.019
DEU	26-27	1952						0.467	22.484
DEU	26-27	1953						0.466	22.096
DEU	26-27	1954						0.466	22.174
DEU	26-27	1955						0.466	22.484
DEU	26-27	1956						0.466	23.073
DEU	26-27	1957						0.466	23.556
DEU	26-27	1958						0.466	24.057
DEU	26-27	1959						0.466	24.273
DEU	26-27	1960						0.466	24.646
DEU	26-27	1961						0.486	25.211
DEU	26-27	1962						0.490	25.928
DEU	26-27	1963						0.490	26.697
DEU	26-27	1964						0.490	27.321
DEU	26-27	1965						0.490	28.207
DEU	26-27	1966						0.490	29.203
DEU	26-27	1967						0.490	29.728
DEU	26-27	1968						0.490	30.165
DEU	26-27	1969						0.497	30.742
DEU	26-27	1970	"16,382"	"14,158"	"1,160"	"2,069"	"8,944"	0.535	31.803
DEU	26-27	1971	"17,385"	"14,220"	"1,145"	"1,993"	"9,839"	0.558	33.469
DEU	26-27	1972	"18,698"	"15,037"	"1,121"	"1,954"	"10,664"	0.614	35.305
DEU	26-27	1973	"21,079"	"16,844"	"1,183"	"2,044"	"12,508"	0.733	37.788
DEU	26-27	1974	"23,563"	"18,320"	"1,200"	"2,031"	"14,213"	0.757	40.428
DEU	26-27	1975	"23,610"	"17,261"	"1,107"	"1,809"	"14,247"	0.796	42.817
DEU	26-27	1976	"26,170"	"18,321"	"1,074"	"1,834"	"15,250"	0.778	44.636
DEU	26-27	1977	"29,049"	"19,567"	"1,075"	"1,826"	"16,693"	0.844	46.302
DEU	26-27	1978	"30,099"	"19,799"	"1,072"	"1,796"	"17,828"	0.975	47.561
DEU	26-27	1979	"31,384"	"20,931"	"1,089"	"1,825"	"19,138"	1.069	49.484
DEU	26-27	1980	"33,425"	"22,175"	"1,115"	"1,843"	"20,972"	1.078	52.177
DEU	26-27	1981	"35,126"	"22,819"	"1,100"	"1,787"	"21,448"	0.869	55.487
DEU	26-27	1982	"36,872"	"22,531"	"1,057"	"1,714"	"21,944"	0.807	58.395
DEU	26-27	1983	"38,251"	"23,014"	"1,026"	"1,662"	"22,824"	0.768	60.318
DEU	26-27	1984	"40,641"	"24,484"	"1,039"	"1,675"	"24,169"	0.689	61.770
DEU	26-27	1985	"45,142"	"26,874"	"1,098"	"1,729"	"26,251"	0.670	63.046
DEU	26-27	1986	"48,224"	"27,618"	"1,150"	"1,777"	"28,308"	0.904	62.964
DEU	26-27	1987	"50,348"	"28,693"	"1,178"	"1,812"	"30,708"	1.090	63.122
DEU	26-27	1988	"52,167"	"30,257"	"1,189"	"1,802"	"31,615"	1.116	63.926
DEU	26-27	1989	"54,240"	"31,792"	"1,218"	"1,816"	"33,143"	1.042	65.703
DEU	26-27	1990	"57,464"	"33,064"	"1,237"	"1,817"	"35,857"	1.213	67.475
DEU	26-27	1991	"62,204"	"35,345"	"1,261"	"1,848"	"34,404"	1.183	70.206
DEU	26-27	1992	"61,603"	"35,562"	"1,119"	"1,687"	"35,058"	1.255	73.756
DEU	26-27	1993	"56,364"	"33,070"	"1,010"	"1,484"	"32,676"	1.184	77.056
DEU	26-27	1994	"56,349"	"34,013"	956	"1,412"	"33,207"	1.208	79.132
DEU	26-27	1995	"53,461"	"32,501"	934	"1,388"	"34,190"	1.366	80.482
DEU	26-27	1996	"52,801"	"31,229"	892	"1,317"	"33,199"	1.300	81.648
DEU	26-27	1997	"54,921"	"31,595"	874	"1,295"	"33,368"	1.129	83.232
DEU	26-27	1998	"55,161"	"31,980"	874	"1,307"	"33,911"	1.113	83.990
DEU	26-27	1999	"57,351"	"34,991"	867	"1,295"	"38,535"	1.067	84.482
DEU	26-27	2000	"64,854"	"41,846"	897	"1,320"	"38,132"	0.924	85.699
DEU	26-27	2001	"58,397"	"41,549"	911	"1,331"	"40,365"	0.895	87.399
DEU	26-27	2002	"58,260"	"42,716"	885	"1,295"	"39,689"	0.944	88.641
DEU	26-27	2003	"59,461"	"44,464"	855	"1,254"	"39,809"	1.131	89.557
DEU	26-27	2004	"63,938"	"49,593"	840	"1,247"	"39,225"	1.243	91.049
DEU	26-27	2005	"62,885"	"51,482"	826	"1,211"	"38,936"	1.246	92.458
DEU	26-27	2006	"67,921"	"60,056"	821	"1,220"	"40,653"	1.256	93.916
DEU	26-27	2007	"71,660"	"65,468"	834	"1,237"	"42,460"	1.371	96.075
DEU	26-27	2008	"69,587"	"69,417"	853	"1,256"	"47,401"	1.472	98.600
DEU	26-27	2009	"58,622"	"59,105"	827	"1,133"	"43,061"	1.393	98.908
DEU	26-27	2010	"68,990"	"69,483"	808	"1,163"	"44,598"	1.327	100.000
DEU	26-27	2011	"73,507"	"77,319"	833	"1,219"	"45,829"	1.391	102.075
DEU	26-27	2012	"72,282"	"75,815"	848	"1,216"	"45,646"	1.286	104.125
DEU	26-27	2013	"73,433"	"75,537"	849	"1,214"	"47,939"	1.328	105.692
DEU	26-27	2014	"77,233"	"79,117"	849	"1,225"	"49,965"	1.329	106.651
DEU	26-27	2015	"79,592"	"79,592"	846	"1,228"	"50,974"	1.110	107.199
DEU	26-27	2016	"83,313"	"82,268"	851	"1,226"	"53,033"	1.107	107.726
DEU	26-27	2017	"85,390"	"84,330"	857	"1,230"	"54,505"	1.129	109.352
DEU	26-27	2018	"87,565"	"85,832"	871	"1,253"	"56,470"	1.181	111.247
DEU	26	1950						0.467	20.468
DEU	26	1951						0.467	22.019
DEU	26	1952						0.467	22.484
DEU	26	1953						0.466	22.096
DEU	26	1954						0.466	22.174
DEU	26	1955						0.466	22.484
DEU	26	1956						0.466	23.073
DEU	26	1957						0.466	23.556
DEU	26	1958						0.466	24.057
DEU	26	1959						0.466	24.273
DEU	26	1960						0.466	24.646
DEU	26	1961						0.486	25.211
DEU	26	1962						0.490	25.928
DEU	26	1963						0.490	26.697
DEU	26	1964						0.490	27.321
DEU	26	1965						0.490	28.207
DEU	26	1966						0.490	29.203
DEU	26	1967						0.490	29.728
DEU	26	1968						0.490	30.165
DEU	26	1969						0.497	30.742
DEU	26	1970						0.535	31.803
DEU	26	1971						0.558	33.469
DEU	26	1972						0.614	35.305
DEU	26	1973						0.733	37.788
DEU	26	1974						0.757	40.428
DEU	26	1975						0.796	42.817
DEU	26	1976						0.778	44.636
DEU	26	1977						0.844	46.302
DEU	26	1978						0.975	47.561
DEU	26	1979						1.069	49.484
DEU	26	1980						1.078	52.177
DEU	26	1981						0.869	55.487
DEU	26	1982						0.807	58.395
DEU	26	1983						0.768	60.318
DEU	26	1984						0.689	61.770
DEU	26	1985						0.670	63.046
DEU	26	1986						0.904	62.964
DEU	26	1987						1.090	63.122
DEU	26	1988						1.116	63.926
DEU	26	1989						1.042	65.703
DEU	26	1990						1.213	67.475
DEU	26	1991	"27,873"	"9,258"	534	758	"16,070"	1.183	70.206
DEU	26	1992	"26,434"	"8,765"	473	699	"16,385"	1.255	73.756
DEU	26	1993	"23,551"	"7,863"	426	609	"14,802"	1.184	77.056
DEU	26	1994	"23,361"	"8,035"	392	567	"14,727"	1.208	79.132
DEU	26	1995	"22,453"	"7,863"	371	541	"14,732"	1.366	80.482
DEU	26	1996	"21,932"	"7,389"	351	509	"14,231"	1.300	81.648
DEU	26	1997	"23,724"	"7,939"	350	509	"14,501"	1.129	83.232
DEU	26	1998	"24,263"	"8,325"	343	506	"14,581"	1.113	83.990
DEU	26	1999	"25,414"	"9,391"	345	509	"15,000"	1.067	84.482
DEU	26	2000	"30,249"	"12,455"	356	518	"15,974"	0.924	85.699
DEU	26	2001	"26,772"	"12,601"	356	514	"17,453"	0.895	87.399
DEU	26	2002	"26,632"	"13,105"	346	500	"15,890"	0.944	88.641
DEU	26	2003	"27,965"	"14,427"	336	490	"16,533"	1.131	89.557
DEU	26	2004	"30,449"	"16,601"	332	490	"16,251"	1.243	91.049
DEU	26	2005	"30,448"	"18,206"	325	474	"15,677"	1.246	92.458
DEU	26	2006	"31,665"	"21,075"	326	482	"16,969"	1.256	93.916
DEU	26	2007	"36,461"	"27,054"	337	496	"18,450"	1.371	96.075
DEU	26	2008	"32,701"	"28,231"	347	508	"20,296"	1.472	98.600
DEU	26	2009	"25,153"	"22,745"	331	448	"18,343"	1.393	98.908
DEU	26	2010	"29,968"	"27,165"	317	453	"18,784"	1.327	100.000
DEU	26	2011	"32,288"	"32,319"	327	477	"19,101"	1.391	102.075
DEU	26	2012	"31,586"	"32,678"	333	475	"19,016"	1.286	104.125
DEU	26	2013	"32,405"	"33,087"	335	475	"20,046"	1.328	105.692
DEU	26	2014	"34,075"	"35,051"	338	484	"20,904"	1.329	106.651
DEU	26	2015	"38,207"	"38,207"	349	505	"21,961"	1.110	107.199
DEU	26	2016	"40,265"	"40,358"	359	514	"23,290"	1.107	107.726
DEU	26	2017	"40,545"	"40,675"	362	520	"23,788"	1.129	109.352
DEU	26	2018	"41,648"	"41,463"	377	533	"24,816"	1.181	111.247
DEU	27	1950						0.467	20.468
DEU	27	1951						0.467	22.019
DEU	27	1952						0.467	22.484
DEU	27	1953						0.466	22.096
DEU	27	1954						0.466	22.174
DEU	27	1955						0.466	22.484
DEU	27	1956						0.466	23.073
DEU	27	1957						0.466	23.556
DEU	27	1958						0.466	24.057
DEU	27	1959						0.466	24.273
DEU	27	1960						0.466	24.646
DEU	27	1961						0.486	25.211
DEU	27	1962						0.490	25.928
DEU	27	1963						0.490	26.697
DEU	27	1964						0.490	27.321
DEU	27	1965						0.490	28.207
DEU	27	1966						0.490	29.203
DEU	27	1967						0.490	29.728
DEU	27	1968						0.490	30.165
DEU	27	1969						0.497	30.742
DEU	27	1970						0.535	31.803
DEU	27	1971						0.558	33.469
DEU	27	1972						0.614	35.305
DEU	27	1973						0.733	37.788
DEU	27	1974						0.757	40.428
DEU	27	1975						0.796	42.817
DEU	27	1976						0.778	44.636
DEU	27	1977						0.844	46.302
DEU	27	1978						0.975	47.561
DEU	27	1979						1.069	49.484
DEU	27	1980						1.078	52.177
DEU	27	1981						0.869	55.487
DEU	27	1982						0.807	58.395
DEU	27	1983						0.768	60.318
DEU	27	1984						0.689	61.770
DEU	27	1985						0.670	63.046
DEU	27	1986						0.904	62.964
DEU	27	1987						1.090	63.122
DEU	27	1988						1.116	63.926
DEU	27	1989						1.042	65.703
DEU	27	1990						1.213	67.475
DEU	27	1991	"34,331"	"46,119"	727	"1,090"	"18,334"	1.183	70.206
DEU	27	1992	"35,169"	"45,821"	646	988	"18,673"	1.255	73.756
DEU	27	1993	"32,813"	"42,180"	584	875	"17,874"	1.184	77.056
DEU	27	1994	"32,988"	"42,788"	564	845	"18,479"	1.208	79.132
DEU	27	1995	"31,008"	"40,359"	563	847	"19,457"	1.366	80.482
DEU	27	1996	"30,869"	"39,415"	541	808	"18,967"	1.300	81.648
DEU	27	1997	"31,197"	"39,605"	524	786	"18,867"	1.129	83.232
DEU	27	1998	"30,898"	"39,076"	531	801	"19,330"	1.113	83.990
DEU	27	1999	"31,937"	"40,437"	522	786	"23,536"	1.067	84.482
DEU	27	2000	"34,605"	"44,274"	541	802	"22,158"	0.924	85.699
DEU	27	2001	"31,625"	"39,692"	555	817	"22,912"	0.895	87.399
DEU	27	2002	"31,628"	"39,477"	539	795	"23,800"	0.944	88.641
DEU	27	2003	"31,496"	"39,196"	519	764	"23,276"	1.131	89.557
DEU	27	2004	"33,489"	"42,188"	508	757	"22,974"	1.243	91.049
DEU	27	2005	"32,437"	"40,636"	501	737	"23,258"	1.246	92.458
DEU	27	2006	"36,256"	"44,957"	495	738	"23,684"	1.256	93.916
DEU	27	2007	"35,199"	"42,287"	497	741	"24,011"	1.371	96.075
DEU	27	2008	"36,886"	"42,680"	506	748	"27,106"	1.472	98.600
DEU	27	2009	"33,469"	"36,936"	496	685	"24,719"	1.393	98.908
DEU	27	2010	"39,022"	"42,966"	491	710	"25,814"	1.327	100.000
DEU	27	2011	"41,219"	"45,155"	506	742	"26,727"	1.391	102.075
DEU	27	2012	"40,696"	"43,148"	515	741	"26,631"	1.286	104.125
DEU	27	2013	"41,028"	"42,453"	514	739	"27,893"	1.328	105.692
DEU	27	2014	"43,158"	"44,067"	511	741	"29,061"	1.329	106.651
DEU	27	2015	"41,385"	"41,385"	497	723	"29,013"	1.110	107.199
DEU	27	2016	"43,048"	"41,927"	492	712	"29,742"	1.107	107.726
DEU	27	2017	"44,845"	"43,674"	495	710	"30,717"	1.129	109.352
DEU	27	2018	"45,918"	"44,378"	495	720	"31,654"	1.181	111.247
DEU	28	1950						0.467	20.468
DEU	28	1951						0.467	22.019
DEU	28	1952						0.467	22.484
DEU	28	1953						0.466	22.096
DEU	28	1954						0.466	22.174
DEU	28	1955						0.466	22.484
DEU	28	1956						0.466	23.073
DEU	28	1957						0.466	23.556
DEU	28	1958						0.466	24.057
DEU	28	1959						0.466	24.273
DEU	28	1960						0.466	24.646
DEU	28	1961						0.486	25.211
DEU	28	1962						0.490	25.928
DEU	28	1963						0.490	26.697
DEU	28	1964						0.490	27.321
DEU	28	1965						0.490	28.207
DEU	28	1966						0.490	29.203
DEU	28	1967						0.490	29.728
DEU	28	1968						0.490	30.165
DEU	28	1969						0.497	30.742
DEU	28	1970	"15,855"	"83,358"	"1,472"	"2,874"	"11,381"	0.535	31.803
DEU	28	1971	"17,293"	"82,075"	"1,473"	"2,777"	"12,435"	0.558	33.469
DEU	28	1972	"18,170"	"80,583"	"1,438"	"2,651"	"13,238"	0.614	35.305
DEU	28	1973	"20,005"	"85,113"	"1,461"	"2,707"	"15,218"	0.733	37.788
DEU	28	1974	"21,379"	"87,205"	"1,441"	"2,626"	"16,818"	0.757	40.428
DEU	28	1975	"22,130"	"81,571"	"1,364"	"2,390"	"16,989"	0.796	42.817
DEU	28	1976	"24,686"	"87,695"	"1,353"	"2,407"	"18,747"	0.778	44.636
DEU	28	1977	"25,752"	"84,262"	"1,333"	"2,367"	"20,166"	0.844	46.302
DEU	28	1978	"27,388"	"84,616"	"1,308"	"2,282"	"20,942"	0.975	47.561
DEU	28	1979	"29,083"	"88,656"	"1,325"	"2,323"	"22,615"	1.069	49.484
DEU	28	1980	"30,124"	"86,777"	"1,338"	"2,317"	"24,557"	1.078	52.177
DEU	28	1981	"31,005"	"85,510"	"1,342"	"2,259"	"25,610"	0.869	55.487
DEU	28	1982	"32,085"	"82,349"	"1,312"	"2,174"	"26,215"	0.807	58.395
DEU	28	1983	"32,461"	"80,303"	"1,265"	"2,057"	"26,238"	0.768	60.318
DEU	28	1984	"33,951"	"83,152"	"1,254"	"2,073"	"27,388"	0.689	61.770
DEU	28	1985	"38,060"	"90,307"	"1,296"	"2,110"	"29,565"	0.670	63.046
DEU	28	1986	"40,132"	"89,327"	"1,360"	"2,180"	"31,746"	0.904	62.964
DEU	28	1987	"40,898"	"85,471"	"1,356"	"2,150"	"32,360"	1.090	63.122
DEU	28	1988	"43,604"	"89,230"	"1,368"	"2,150"	"33,815"	1.116	63.926
DEU	28	1989	"47,509"	"96,530"	"1,404"	"2,191"	"36,533"	1.042	65.703
DEU	28	1990	"52,242"	"100,955"	"1,472"	"2,255"	"40,467"	1.213	67.475
DEU	28	1991	"53,389"	"99,379"	"1,492"	"2,245"	"42,203"	1.183	70.206
DEU	28	1992	"52,868"	"91,929"	"1,347"	"2,096"	"44,661"	1.255	73.756
DEU	28	1993	"48,404"	"80,887"	"1,210"	"1,834"	"41,181"	1.184	77.056
DEU	28	1994	"48,779"	"81,047"	"1,119"	"1,706"	"41,141"	1.208	79.132
DEU	28	1995	"52,397"	"84,772"	"1,070"	"1,638"	"41,914"	1.366	80.482
DEU	28	1996	"53,014"	"81,762"	"1,047"	"1,598"	"42,314"	1.300	81.648
DEU	28	1997	"54,443"	"83,022"	"1,026"	"1,571"	"42,069"	1.129	83.232
DEU	28	1998	"58,028"	"86,935"	"1,028"	"1,597"	"43,403"	1.113	83.990
DEU	28	1999	"56,850"	"83,333"	"1,032"	"1,596"	"43,961"	1.067	84.482
DEU	28	2000	"60,720"	"89,437"	"1,039"	"1,589"	"45,945"	0.924	85.699
DEU	28	2001	"63,046"	"90,519"	"1,062"	"1,613"	"48,002"	0.895	87.399
DEU	28	2002	"61,923"	"86,154"	"1,038"	"1,578"	"47,580"	0.944	88.641
DEU	28	2003	"62,453"	"85,298"	"1,023"	"1,556"	"47,953"	1.131	89.557
DEU	28	2004	"66,232"	"90,500"	"1,006"	"1,546"	"48,642"	1.243	91.049
DEU	28	2005	"67,733"	"91,120"	986	"1,500"	"47,756"	1.246	92.458
DEU	28	2006	"73,254"	"97,375"	992	"1,522"	"49,518"	1.256	93.916
DEU	28	2007	"80,892"	"103,790"	"1,025"	"1,575"	"52,522"	1.371	96.075
DEU	28	2008	"83,986"	"104,025"	"1,082"	"1,652"	"54,963"	1.472	98.600
DEU	28	2009	"65,142"	"74,793"	"1,069"	"1,483"	"51,904"	1.393	98.908
DEU	28	2010	"75,790"	"86,672"	"1,035"	"1,502"	"53,111"	1.327	100.000
DEU	28	2011	"85,086"	"97,084"	"1,065"	"1,594"	"57,562"	1.391	102.075
DEU	28	2012	"86,854"	"94,638"	"1,106"	"1,629"	"61,371"	1.286	104.125
DEU	28	2013	"87,810"	"92,475"	"1,122"	"1,654"	"63,521"	1.328	105.692
DEU	28	2014	"91,996"	"94,826"	"1,129"	"1,683"	"65,800"	1.329	106.651
DEU	28	2015	"94,055"	"94,055"	"1,135"	"1,692"	"67,750"	1.110	107.199
DEU	28	2016	"96,693"	"94,017"	"1,141"	"1,693"	"69,433"	1.107	107.726
DEU	28	2017	"102,854"	"100,169"	"1,156"	"1,712"	"72,276"	1.129	109.352
DEU	28	2018	"105,838"	"102,290"	"1,205"	"1,750"	"75,837"	1.181	111.247
DEU	29-30	1950						0.467	20.468
DEU	29-30	1951						0.467	22.019
DEU	29-30	1952						0.467	22.484
DEU	29-30	1953						0.466	22.096
DEU	29-30	1954						0.466	22.174
DEU	29-30	1955						0.466	22.484
DEU	29-30	1956						0.466	23.073
DEU	29-30	1957						0.466	23.556
DEU	29-30	1958						0.466	24.057
DEU	29-30	1959						0.466	24.273
DEU	29-30	1960						0.466	24.646
DEU	29-30	1961						0.486	25.211
DEU	29-30	1962						0.490	25.928
DEU	29-30	1963						0.490	26.697
DEU	29-30	1964						0.490	27.321
DEU	29-30	1965						0.490	28.207
DEU	29-30	1966						0.490	29.203
DEU	29-30	1967						0.490	29.728
DEU	29-30	1968						0.490	30.165
DEU	29-30	1969						0.497	30.742
DEU	29-30	1970	"12,233"	"42,508"	847	"1,536"	"6,350"	0.535	31.803
DEU	29-30	1971	"13,358"	"42,709"	868	"1,524"	"7,059"	0.558	33.469
DEU	29-30	1972	"14,116"	"42,598"	847	"1,448"	"7,415"	0.614	35.305
DEU	29-30	1973	"16,092"	"46,602"	864	"1,461"	"8,520"	0.733	37.788
DEU	29-30	1974	"15,555"	"43,099"	865	"1,379"	"9,285"	0.757	40.428
DEU	29-30	1975	"18,063"	"45,726"	831	"1,364"	"9,966"	0.796	42.817
DEU	29-30	1976	"21,305"	"50,499"	843	"1,431"	"11,193"	0.778	44.636
DEU	29-30	1977	"23,083"	"53,907"	882	"1,452"	"12,624"	0.844	46.302
DEU	29-30	1978	"25,184"	"54,113"	908	"1,459"	"13,707"	0.975	47.561
DEU	29-30	1979	"27,519"	"57,822"	941	"1,504"	"15,180"	1.069	49.484
DEU	29-30	1980	"27,158"	"55,582"	960	"1,490"	"17,354"	1.078	52.177
DEU	29-30	1981	"29,806"	"58,478"	948	"1,474"	"17,737"	0.869	55.487
DEU	29-30	1982	"32,215"	"58,815"	958	"1,486"	"18,803"	0.807	58.395
DEU	29-30	1983	"34,368"	"60,578"	942	"1,463"	"19,380"	0.768	60.318
DEU	29-30	1984	"35,106"	"60,260"	919	"1,375"	"19,695"	0.689	61.770
DEU	29-30	1985	"39,220"	"65,085"	970	"1,466"	"21,554"	0.670	63.046
DEU	29-30	1986	"40,408"	"64,240"	"1,011"	"1,557"	"23,529"	0.904	62.964
DEU	29-30	1987	"42,487"	"64,715"	"1,031"	"1,543"	"25,578"	1.090	63.122
DEU	29-30	1988	"42,967"	"64,296"	"1,038"	"1,532"	"26,212"	1.116	63.926
DEU	29-30	1989	"45,961"	"68,820"	"1,049"	"1,557"	"27,666"	1.042	65.703
DEU	29-30	1990	"48,998"	"73,362"	"1,081"	"1,563"	"30,241"	1.213	67.475
DEU	29-30	1991	"54,560"	"79,644"	"1,102"	"1,592"	"35,119"	1.183	70.206
DEU	29-30	1992	"57,428"	"80,210"	"1,036"	"1,573"	"36,574"	1.255	73.756
DEU	29-30	1993	"47,866"	"64,165"	966	"1,427"	"35,029"	1.184	77.056
DEU	29-30	1994	"50,880"	"67,129"	908	"1,361"	"35,050"	1.208	79.132
DEU	29-30	1995	"53,224"	"69,662"	878	"1,328"	"36,219"	1.366	80.482
DEU	29-30	1996	"53,750"	"67,452"	909	"1,367"	"38,559"	1.300	81.648
DEU	29-30	1997	"58,916"	"73,259"	911	"1,375"	"39,976"	1.129	83.232
DEU	29-30	1998	"63,671"	"77,852"	944	"1,439"	"42,166"	1.113	83.990
DEU	29-30	1999	"64,776"	"76,694"	985	"1,500"	"46,331"	1.067	84.482
DEU	29-30	2000	"63,708"	"75,374"	"1,006"	"1,511"	"49,311"	0.924	85.699
DEU	29-30	2001	"73,880"	"85,302"	"1,021"	"1,511"	"49,573"	0.895	87.399
DEU	29-30	2002	"74,697"	"83,901"	"1,028"	"1,520"	"51,773"	0.944	88.641
DEU	29-30	2003	"78,545"	"88,387"	990	"1,469"	"52,308"	1.131	89.557
DEU	29-30	2004	"77,030"	"86,326"	986	"1,481"	"52,309"	1.243	91.049
DEU	29-30	2005	"77,809"	"87,579"	967	"1,434"	"53,718"	1.246	92.458
DEU	29-30	2006	"86,382"	"98,424"	951	"1,426"	"56,371"	1.256	93.916
DEU	29-30	2007	"92,748"	"106,695"	956	"1,432"	"58,166"	1.371	96.075
DEU	29-30	2008	"83,823"	"98,814"	952	"1,412"	"55,654"	1.472	98.600
DEU	29-30	2009	"67,003"	"74,121"	922	"1,240"	"52,714"	1.393	98.908
DEU	29-30	2010	"94,160"	"103,017"	902	"1,284"	"54,770"	1.327	100.000
DEU	29-30	2011	"106,153"	"117,311"	920	"1,336"	"58,137"	1.391	102.075
DEU	29-30	2012	"110,023"	"118,038"	951	"1,351"	"61,367"	1.286	104.125
DEU	29-30	2013	"111,661"	"119,412"	966	"1,373"	"65,640"	1.328	105.692
DEU	29-30	2014	"126,222"	"133,948"	986	"1,417"	"69,402"	1.329	106.651
DEU	29-30	2015	"134,716"	"134,716"	"1,007"	"1,452"	"73,238"	1.110	107.199
DEU	29-30	2016	"147,775"	"146,544"	"1,018"	"1,461"	"75,514"	1.107	107.726
DEU	29-30	2017	"155,963"	"156,661"	"1,030"	"1,470"	"77,500"	1.129	109.352
DEU	29-30	2018	"156,042"	"155,769"	"1,050"	"1,479"	"81,356"	1.181	111.247
DEU	29	1950						0.467	20.468
DEU	29	1951						0.467	22.019
DEU	29	1952						0.467	22.484
DEU	29	1953						0.466	22.096
DEU	29	1954						0.466	22.174
DEU	29	1955						0.466	22.484
DEU	29	1956						0.466	23.073
DEU	29	1957						0.466	23.556
DEU	29	1958						0.466	24.057
DEU	29	1959						0.466	24.273
DEU	29	1960						0.466	24.646
DEU	29	1961						0.486	25.211
DEU	29	1962						0.490	25.928
DEU	29	1963						0.490	26.697
DEU	29	1964						0.490	27.321
DEU	29	1965						0.490	28.207
DEU	29	1966						0.490	29.203
DEU	29	1967						0.490	29.728
DEU	29	1968						0.490	30.165
DEU	29	1969						0.497	30.742
DEU	29	1970						0.535	31.803
DEU	29	1971						0.558	33.469
DEU	29	1972						0.614	35.305
DEU	29	1973						0.733	37.788
DEU	29	1974						0.757	40.428
DEU	29	1975						0.796	42.817
DEU	29	1976						0.778	44.636
DEU	29	1977						0.844	46.302
DEU	29	1978						0.975	47.561
DEU	29	1979						1.069	49.484
DEU	29	1980						1.078	52.177
DEU	29	1981						0.869	55.487
DEU	29	1982						0.807	58.395
DEU	29	1983						0.768	60.318
DEU	29	1984						0.689	61.770
DEU	29	1985						0.670	63.046
DEU	29	1986						0.904	62.964
DEU	29	1987						1.090	63.122
DEU	29	1988						1.116	63.926
DEU	29	1989						1.042	65.703
DEU	29	1990						1.213	67.475
